# {'date': '2014-04-22 17_42_23.762000', 'exp_name': 'pupilExp', 'session': '001', 'participant': '100'}
timestamp	event	value
9.1643317979	screen_text	We will now perform a screen calibration.<br><br>Press a button to continue.
9.16438877515	flip	9.16432709589
9.70682671379	keypress	1
9.71875337092	flip	9.7187514348
10.1568307151	flip	10.1568249067
10.7283435275	flip	10.728340485
11.8449231333	flip	11.8449173249
11.8514849212	flip	11.8514829851
11.8583329784	flip	11.8583315954
11.8653915195	flip	11.8653890302
11.8723261489	flip	11.8723242127
13.0703226517	flip	13.0703201624
13.0827544795	flip	13.08275282
13.08751208	flip	13.0875106971
14.1901961511	flip	14.1901892364
14.2028423351	flip	14.202839016
14.2070807788	flip	14.2070780129
15.2036250808	flip	15.2036225915
15.2095783739	flip	15.2095767143
16.1496557302	flip	16.1496463262
16.163814024	flip	16.1638062796
16.171015838	flip	16.1710086467
17.0444237249	flip	17.0444198526
18.1631466157	flip	18.1631432967
18.1715197824	flip	18.171515357
19.4459706296	flip	19.4459659276
19.4513610648	flip	19.4513577458
19.4577065605	flip	19.4577026883
20.4669836188	flip	20.4669772572
20.472330353	flip	20.472325651
20.4788003135	flip	20.4787956115
21.4723978406	flip	21.4723947981
21.4831704134	flip	21.4831687539
21.4904386087	flip	21.4904369491
22.4833933438	flip	22.4833886418
22.4906026257	flip	22.4905993066
22.4975801263	flip	22.4975754243
23.3045760478	flip	23.3045721755
26.8040626993	flip	26.80406021
27.3701582474	flip	27.370153822
27.3725275054	flip	27.3725236331
27.5312727667	screen_text	We will now determine the dynamic range of your pupil.<br><br>Press a button to continue.
27.5313363821	flip	27.5312680647
28.4237035138	keypress	1
28.428073411	flip	28.4280684324
28.4449895698	flip	28.4449862508
38.6820818713	trial_id	FPDR_01
38.7159000829	play	None
38.7210745025	flip	38.7148631523
41.732086601	trial_id	FPDR_02
41.7666159219	play	None
41.7710255739	flip	41.7653759752
44.7819552491	trial_id	FPDR_03
44.8165645041	play	None
44.821034729	flip	44.8153162597
47.8321430804	trial_id	FPDR_04
47.8666812521	play	None
47.8709860771	flip	47.8654437947
50.8819749422	trial_id	FPDR_05
50.9165261136	play	None
50.9209518078	flip	50.9153381655
53.9325311895	trial_id	FPDR_06
53.9680966113	play	None
53.9710187699	flip	53.9670970201
56.9818613196	trial_id	FPDR_07
57.0162269	play	None
57.02091563	flip	57.0151681188
60.0317941362	trial_id	FPDR_08
60.0663159892	play	None
60.0708647653	flip	60.065082404
63.0822336632	trial_id	FPDR_09
63.1166689439	play	None
63.1208766863	flip	63.1155208246
66.1344336765	flip	66.1344317404
76.1418440383	trial_id	FPDR_01
76.1758636064	play	None
76.1807534163	flip	76.1745879798
79.1919759987	trial_id	FPDR_02
79.2262608153	play	None
79.2307487419	flip	79.225210885
82.2416258652	trial_id	FPDR_03
82.2759698718	play	None
82.2806995368	flip	82.2749387495
85.2920178189	trial_id	FPDR_04
85.3267722829	play	None
85.330648119	flip	85.3254662316
88.3416884296	trial_id	FPDR_05
88.3760335425	play	None
88.3806307216	flip	88.3749758676
91.3916536071	trial_id	FPDR_06
91.4262125229	play	None
91.43061609	flip	91.4249764485
94.4418483531	trial_id	FPDR_07
94.4761019152	play	None
94.4805928843	flip	94.4750790905
97.5005941123	trial_id	FPDR_08
97.5354401271	play	None
97.5406126106	flip	97.5340065684
100.551529009	trial_id	FPDR_09
100.585912292	play	None
100.590565342	flip	100.584776619
103.604111545	flip	103.604109332
103.846094763	screen_text	Processing data, please wait...
103.846146208	flip	103.84609089
107.983459172	stop	None
108.273767673	screen_text	We will now determine the response of your pupil to sound changes.<br><br>Your job is to press the repsonse button as quickly as possible when you hear a "wobble" instead of a "beep".<br><br>Press a button to hear the "beep".
108.273802523	flip	108.273765461
109.556329434	keypress	1
109.558816566	flip	109.558813523
110.088567542	play	None
110.58917825	stop	None
110.60008884	screen_text	Now press a button to hear the "wobble".
110.600118435	flip	110.600086628
111.336819674	keypress	1
111.338896821	flip	111.338894608
111.869921764	play	None
112.37080021	stop	None
112.41581777	screen_text	Remember to press the button as quickly as possible following each "wobble" sound.<br><br>Press the response button to continue.
112.415854833	flip	112.415814728
114.323213274	keypress	1
114.325498869	flip	114.32549472
114.394283135	screen_text	We will now perform a screen calibration.<br><br>Press a button to continue.
114.394314113	flip	114.394280922
115.208850394	keypress	1
115.210993954	flip	115.210984827
115.215564581	flip	115.215557666
115.742857238	flip	115.742852812
117.468679383	flip	117.468676064
117.471807877	flip	117.471805664
117.48262913	flip	117.482624981
117.485713646	flip	117.485710327
117.492668466	flip	117.492664041
118.270370336	flip	118.27036591
118.282663592	flip	118.282658061
118.289695304	flip	118.289690602
119.286288839	flip	119.286282478
119.291641658	flip	119.291637786
119.29869771	flip	119.298693008
120.402819212	flip	120.40281617
120.409331214	flip	120.409329278
120.416280226	flip	120.416277737
121.163421545	flip	121.163412141
121.170635252	flip	121.170626678
121.929976064	flip	121.929969149
122.923259663	flip	122.923253025
122.930361075	flip	122.930350565
123.99935057	flip	123.999344762
124.012725842	flip	124.012720863
124.02063185	flip	124.020629084
125.012607738	flip	125.012600823
125.0205143	flip	125.020508492
126.013343464	flip	126.013337102
126.020654807	flip	126.020650105
126.027608798	flip	126.027603819
127.017247512	flip	127.017238108
127.022442122	flip	127.022437974
127.027481843	flip	127.027476312
127.836733068	flip	127.836727813
129.253535217	flip	129.253532451
129.836756855	flip	129.836751323
129.840178256	flip	129.84017383
130.009878915	screen_text	Remember to press the button as quickly as possible following each "wobble" sound.<br><br>Press the response button to continue.
130.009940871	flip	130.009875319
131.245427674	keypress	1
131.247463821	flip	131.247458842
131.252736429	flip	131.252734493
141.291186117	trial_id	TONE_0
141.353128964	play	None
141.360220419	flip	141.351887634
145.732313957	stop	None
145.791688125	trial_id	TONE_0
145.8535444	play	None
145.86020327	flip	145.852521022
149.375885014	stop	None
149.441451448	trial_id	TONE_0
149.503043304	play	None
149.510094931	flip	149.502013288
153.126223697	stop	None
153.171264768	trial_id	TONE_0
153.232868794	play	None
153.240094118	flip	153.231863117
157.150436263	stop	None
157.2012301	trial_id	TONE_0
157.263344155	play	None
157.270047003	flip	157.261864406
162.237266276	stop	None
162.281287564	trial_id	TONE_1
162.343166796	play	None
162.349996875	flip	162.34186351
162.905541594	keypress	1
167.112475031	stop	None
167.181246297	trial_id	TONE_0
167.242993319	play	None
167.24996999	flip	167.241923751
171.789041449	stop	None
171.831131872	trial_id	TONE_0
171.893070294	play	None
171.899943244	flip	171.892025342
176.298496907	stop	None
176.340923386	trial_id	TONE_0
176.402285673	play	None
176.409873605	flip	176.401155808
180.861951587	stop	None
180.910901684	trial_id	TONE_0
180.972228292	play	None
180.979836691	flip	180.97113632
185.61252454	stop	None
185.660943034	trial_id	TONE_0
185.722318321	play	None
185.729807788	flip	185.721211967
189.894357537	stop	None
189.950807888	trial_id	TONE_1
190.012261449	play	None
190.019737086	flip	190.011073778
190.447250394	keypress	1
193.362701972	stop	None
193.410839729	trial_id	TONE_0
193.472441542	play	None
193.479774459	flip	193.471462971
197.744531705	stop	None
197.79080802	trial_id	TONE_0
