# {'date': '2014-04-23 08_39_42.634000', 'exp_name': 'pupilExp', 'session': '001', 'participant': '05'}
timestamp	event	value
11.5371108962	screen_text	We will now perform a screen calibration.<br><br>Press a button to continue.
11.5371623416	flip	11.5371067474
5164.28476997	keypress	1
5164.14834069	flip	5164.14833516
5164.58861653	flip	5164.58861044
5165.2076013	flip	5165.20759826
5171.47253815	flip	5171.47253566
5171.59854852	flip	5171.59854576
5171.70451928	flip	5171.70451651
5171.78029079	flip	5171.7802883
5171.85289067	flip	5171.85288404
5171.99380443	flip	5171.99379752
5172.09060962	flip	5172.09060713
5172.2335256	flip	5172.23352283
5172.32958649	flip	5172.329584
5172.42229486	flip	5172.42229237
5172.52235687	flip	5172.52235438
5172.62221946	flip	5172.62221725
5172.72233237	flip	5172.72233015
5172.82196318	flip	5172.82196096
5172.92239803	flip	5172.92239554
5173.0222656	flip	5173.02226338
5173.12187815	flip	5173.12187566
5173.22343484	flip	5173.22343236
5173.32809568	flip	5173.32809319
5173.42221299	flip	5173.4222105
5173.52700244	flip	5173.52699967
5173.62314382	flip	5173.62314133
5173.72330872	flip	5173.72330651
5173.82202817	flip	5173.82202569
5173.97326004	flip	5173.97325783
5174.0729033	flip	5174.07290109
5174.17329058	flip	5174.17328809
5174.27316893	flip	5174.27316644
5174.37301244	flip	5174.37301023
5174.47830473	flip	5174.47829781
5174.59460078	flip	5174.59459829
5174.69353017	flip	5174.69352768
5174.79343314	flip	5174.79343065
5174.8938218	flip	5174.89381959
5174.99374358	flip	5174.99374109
5175.09170823	flip	5175.09170574
5175.19244428	flip	5175.19244179
5175.29325917	flip	5175.29325668
5175.39306229	flip	5175.39305953
5175.51363135	flip	5175.51362859
5175.62088908	flip	5175.62088686
5175.72334385	flip	5175.72334136
5175.82316965	flip	5175.82316716
5175.92386533	flip	5175.92386284
5176.02189552	flip	5176.02189331
5176.12218959	flip	5176.1221871
5176.22296022	flip	5176.22295745
5176.32273043	flip	5176.32272766
5176.42248847	flip	5176.42248626
5176.52240942	flip	5176.52240721
5176.62195366	flip	5176.62195145
5176.72243609	flip	5176.7224336
5176.8223468	flip	5176.82234459
5176.92379037	flip	5176.92378788
5177.02250014	flip	5177.02249793
5177.12308076	flip	5177.12307882
5177.22253206	flip	5177.22252957
5177.3225808	flip	5177.32257831
5177.4220061	flip	5177.42200361
5177.52242353	flip	5177.52242132
5177.62294108	flip	5177.62293112
5177.74715446	flip	5177.74715198
5177.84377047	flip	5177.84376798
5178.0019209	flip	5178.00191869
5178.14173578	flip	5178.14173329
5178.25809683	flip	5178.25809434
5178.35978214	flip	5178.35977522
5178.4976443	flip	5178.49764181
5178.59263286	flip	5178.59263037
5178.69253777	flip	5178.692535
5178.79377279	flip	5178.7937703
5178.89266041	flip	5178.8926582
5178.99291935	flip	5178.99291686
5179.09294485	flip	5179.09294236
5179.19276485	flip	5179.19276236
5179.29251044	flip	5179.29250795
5179.39198111	flip	5179.39197862
5179.49256311	flip	5179.49256034
5179.62141266	flip	5179.62141017
5179.72268502	flip	5179.7226828
5179.82213328	flip	5179.82213107
5179.92251724	flip	5179.92251447
5180.02228026	flip	5180.02227804
5180.12202889	flip	5180.1220264
5180.22231715	flip	5180.22231466
5180.32202596	flip	5180.32202347
5180.43995693	flip	5180.43995416
5180.53203883	flip	5180.53203634
5180.63326693	flip	5180.63326444
5180.73341137	flip	5180.73340916
5180.83340479	flip	5180.83340257
5180.93366898	flip	5180.93366622
5181.03315763	flip	5181.03315541
5181.13359663	flip	5181.13359414
5181.23389789	flip	5181.2338954
5181.33252109	flip	5181.33251832
5181.43344633	flip	5181.43344384
5181.53300772	flip	5181.53300523
5181.63257546	flip	5181.63257297
5181.73254067	flip	5181.73253818
5181.83230728	flip	5181.8323048
5181.93294598	flip	5181.93294349
5182.03394728	flip	5182.03394507
5182.13242915	flip	5182.13242694
5182.23340362	flip	5182.23340086
5182.3320968	flip	5182.33209404
5182.43223211	flip	5182.43222962
5182.53343338	flip	5182.53343117
5182.63378803	flip	5182.63378581
5182.73361521	flip	5182.733613
5182.83235403	flip	5182.83235154
5182.93251257	flip	5182.93251008
5183.03223797	flip	5183.03223548
5183.13211246	flip	5183.13210997
5183.23244912	flip	5183.23244663
5183.33362993	flip	5183.33362744
5183.43270895	flip	5183.43270646
5183.57658109	flip	5183.5765786
5183.73463057	flip	5183.7346278
5183.85008718	flip	5183.85008469
5184.02483703	flip	5184.02483455
5184.16242897	flip	5184.16242621
5184.3429703	flip	5184.34296781
5184.54474942	flip	5184.54474195
5184.64669721	flip	5184.64669444
5184.74231722	flip	5184.74231473
5184.88360299	flip	5184.8836005
5184.98332452	flip	5184.98332231
5185.10348036	flip	5185.10347815
5185.22757979	flip	5185.22757758
5185.36259393	flip	5185.36259172
5185.4889871	flip	5185.48898489
5185.58187055	flip	5185.58186806
5185.68358518	flip	5185.68358296
5185.78207976	flip	5185.78207783
5185.90760583	flip	5185.90760334
5185.99748001	flip	5185.99747669
5186.07123658	flip	5186.07123409
5186.15163817	flip	5186.15162877
5186.25861018	flip	5186.25860769
5186.35470205	flip	5186.35469956
5186.49047542	flip	5186.4904721
5186.56979666	flip	5186.56979417
5186.64080312	flip	5186.64080091
5186.73706094	flip	5186.73705818
5186.81033542	flip	5186.81033266
5186.9082453	flip	5186.90824254
5186.98066015	flip	5186.98065766
5187.07668315	flip	5187.07668038
5187.14968159	flip	5187.14967938
5187.23603093	flip	5187.23602844
5187.3094946	flip	5187.30949238
5187.39669057	flip	5187.39668781
5187.47148905	flip	5187.47148601
5187.54921438	flip	5187.54921189
5187.63656469	flip	5187.63656192
5187.70958637	flip	5187.70958416
5187.79681996	flip	5187.79681747
5187.86926827	flip	5187.86926578
5187.94093909	flip	5187.94093633
5188.03667721	flip	5188.03667472
5188.10887576	flip	5188.10887299
5188.19557747	flip	5188.19557471
5188.28893804	flip	5188.28893361
5188.41981276	flip	5188.41980695
5188.52830959	flip	5188.52830711
5188.61578714	flip	5188.61578465
5188.69010684	flip	5188.69010407
5188.77562503	flip	5188.77562227
5188.84971434	flip	5188.84971185
5188.93574892	flip	5188.93574616
5189.00969136	flip	5189.00968915
5189.11685283	flip	5189.11684896
5189.21847231	flip	5189.21847009
5189.30607514	flip	5189.30607238
5189.3793333	flip	5189.37933109
5189.4656807	flip	5189.46567794
5189.5401553	flip	5189.54015281
5189.60962144	flip	5189.60961867
5189.69593482	flip	5189.69593233
5189.76918994	flip	5189.76918745
5189.84021272	flip	5189.84021023
5189.95940327	flip	5189.9594005
5190.04554738	flip	5190.04554461
5190.11921572	flip	5190.11921295
5190.1895426	flip	5190.18954039
5190.2752923	flip	5190.27528981
5190.34912742	flip	5190.34912493
5190.45772576	flip	5190.45772189
5190.54885316	flip	5190.54885067
5190.63610362	flip	5190.63610113
5190.75446828	flip	5190.75446579
5190.8456001	flip	5190.84559761
5190.91843563	flip	5190.91843286
5190.98848758	flip	5190.9884851
5191.07382378	flip	5191.07382102
5191.1481244	flip	5191.14812219
5191.24073348	flip	5191.24073071
5191.40103632	flip	5191.40103328
5191.53873225	flip	5191.53872976
5191.70593596	flip	5191.7059332
5191.77862656	flip	5191.77862408
5191.8488016	flip	5191.84879939
5191.94871951	flip	5191.94871702
5192.01999177	flip	5192.01998928
5192.10447469	flip	5192.10447248
5192.19599152	flip	5192.19598876
5192.26991211	flip	5192.26990962
5192.34070919	flip	5192.3407067
5192.45585686	flip	5192.45585326
5192.5532758	flip	5192.55327275
5192.6651246	flip	5192.66512183
5192.74024917	flip	5192.74024696
5192.83617011	flip	5192.83616762
5192.94158216	flip	5192.94157884
5193.05883991	flip	5193.05883715
5193.12937451	flip	5193.12937175
5193.22700089	flip	5193.22699757
5193.42611841	flip	5193.42611426
5193.51686079	flip	5193.51685803
5193.5895207	flip	5193.58951821
5193.6591846	flip	5193.65918211
5193.76501125	flip	5193.76500461
5193.93061518	flip	5193.9306066
5194.07723854	flip	5194.07723632
5194.16810677	flip	5194.168104
5194.23919897	flip	5194.23919648
5194.30938922	flip	5194.309387
5194.39550373	flip	5194.39550124
5194.50864309	flip	5194.50863646
5194.68741564	flip	5194.68741039
5194.79826762	flip	5194.79826513
5194.92316998	flip	5194.92316722
5195.01513129	flip	5195.0151288
5195.10389303	flip	5195.10389054
5195.17837232	flip	5195.17836984
5195.26458171	flip	5195.26457922
5195.33975524	flip	5195.33975303
5195.42534535	flip	5195.42534286
5195.499303	flip	5195.49930051
5195.59101372	flip	5195.5910115
5195.71729902	flip	5195.7172957
5195.83054016	flip	5195.83053795
5195.92600335	flip	5195.92600058
5195.99841322	flip	5195.998411
5196.10431897	flip	5196.10431566
5196.17922836	flip	5196.17922505
5196.28613537	flip	5196.28613288
5196.35883178	flip	5196.35882929
5196.42918273	flip	5196.42918051
5196.51524248	flip	5196.51523999
5196.63687585	flip	5196.63686894
5196.78727547	flip	5196.78727215
5196.89276579	flip	5196.8927633
5197.00261707	flip	5197.00261458
5197.11551885	flip	5197.11551636
5197.24819001	flip	5197.2481878
5197.33548887	flip	5197.33548639
5197.40913785	flip	5197.40913536
5197.47897213	flip	5197.47896964
5197.56528552	flip	5197.56528275
5197.63907085	flip	5197.63906809
5197.72560661	flip	5197.72560412
5197.7987652	flip	5197.79876299
5197.88562457	flip	5197.8856218
5197.97780687	flip	5197.97780438
5198.07276196	flip	5198.07275975
5198.14879485	flip	5198.14879236
5198.21898648	flip	5198.21898427
5198.30611857	flip	5198.3061158
5198.3787923	flip	5198.37879008
5198.48430724	flip	5198.48430475
5198.62099003	flip	5198.62098726
5198.71532557	flip	5198.7153228
5198.78860419	flip	5198.78860198
5198.85993094	flip	5198.85992873
5199.03364138	flip	5199.03363889
5199.14281806	flip	5199.14281558
5199.25930524	flip	5199.25930276
5199.36470706	flip	5199.36470457
5199.48179084	flip	5199.48178835
5199.61743975	flip	5199.61743698
5199.70721961	flip	5199.70721739
5199.77901157	flip	5199.77900881
5199.84952626	flip	5199.84952377
5199.96382563	flip	5199.96382203
5200.07304242	flip	5200.07304021
5200.2175084	flip	5200.21750591
5200.33740369	flip	5200.3374012
5200.45231128	flip	5200.45230879
5200.56315081	flip	5200.56314805
5200.67952984	flip	5200.67952736
5200.78278893	flip	5200.78278645
5200.89276302	flip	5200.89276026
5201.00438226	flip	5201.00438004
5201.12150891	flip	5201.12150642
5201.23281809	flip	5201.2328156
5201.34390959	flip	5201.3439071
5201.45263627	flip	5201.45263378
5201.55704486	flip	5201.55704265
5201.64332892	flip	5201.64332533
5201.79292616	flip	5201.79292339
5201.90279376	flip	5201.90279127
5202.0230464	flip	5202.02304392
5202.16139979	flip	5202.1613973
5202.30762956	flip	5202.30762652
5202.41415958	flip	5202.41415709
5202.52380481	flip	5202.52380232
5202.63384002	flip	5202.63383726
5202.76704002	flip	5202.76703753
5202.8397309	flip	5202.83972841
5202.91069781	flip	5202.9106956
5202.9897527	flip	5202.98975021
5203.07462174	flip	5203.07461233
5203.2051759	flip	5203.20517369
5203.31310822	flip	5203.31309881
5203.45301215	flip	5203.45300939
5203.56897354	flip	5203.56897105
5203.67291774	flip	5203.67291525
5203.78287412	flip	5203.78287163
5203.8928413	flip	5203.89283881
5204.02332327	flip	5204.02332023
5204.09911331	flip	5204.09911083
5204.16796543	flip	5204.16796294
5204.23861316	flip	5204.23861039
5204.30763371	flip	5204.30763122
5204.37749261	flip	5204.3774904
5204.44752437	flip	5204.44752188
5204.51795332	flip	5204.5179511
5204.58794	flip	5204.58793723
5204.65826467	flip	5204.6582619
5204.72775487	flip	5204.72775238
5204.79870905	flip	5204.79870656
5204.86829468	flip	5204.86829219
