# {'date': '2014-04-30 11_54_07.975000', 'exp_name': 'pupilExp', 'session': '001', 'participant': '11'}
timestamp	event	value
6.14181199934	screen_text	We will now perform a screen calibration.<br><br>Press a button to continue.
6.14186786993	flip	6.14180729736
18.0911754003	keypress	1
18.0979541408	flip	18.0979519281
18.5173763061	flip	18.5173691148
21.0717613452	flip	21.0717577496
21.3281102631	flip	21.3281039016
21.4527522903	flip	21.4527445458
21.5672311256	flip	21.5672275299
21.6664852255	flip	21.6664821831
21.7646786141	flip	21.7646755717
21.863746571	flip	21.8637435286
21.9758445448	flip	21.9758417789
22.07115396	flip	22.0711509175
22.2264927266	flip	22.2264896841
22.35364976	flip	22.3536467175
22.4526983558	flip	22.4526955899
22.5614435411	flip	22.5614413284
22.7038300118	flip	22.7038277991
22.8228332584	flip	22.8228310457
22.9230728381	flip	22.9230706254
23.0220592018	flip	23.0220564359
23.1229125282	flip	23.1229100389
23.2577534271	flip	23.2577459592
23.3585041397	flip	23.3585010972
23.4727185577	flip	23.4727160684
23.631526556	flip	23.6315243433
23.7647209319	flip	23.7647181661
23.8604156329	flip	23.8604134202
23.949107979	flip	23.9491057663
24.0256786202	flip	24.0256758543
24.1327421561	flip	24.1327310926
24.237337429	flip	24.2373305144
24.3600333896	flip	24.3600311769
24.4502054765	flip	24.4502029873
24.5411036045	flip	24.5411013918
24.6405399754	flip	24.6405377627
24.7686382346	flip	24.7686360219
24.8626817108	flip	24.8626794981
24.9791823976	flip	24.9791796317
25.0722376281	flip	25.0722282242
25.2087029228	flip	25.2087007101
25.3447801658	flip	25.3447774
25.455089451	flip	25.4550866852
25.5702049897	flip	25.5702019473
25.6680827925	flip	25.6680800266
25.759212977	flip	25.7592102112
25.8558610736	flip	25.8558580312
25.9488460511	flip	25.9488432852
26.0448192752	flip	26.0448162328
26.1647305572	flip	26.1647283445
26.3253822848	flip	26.3253797955
26.4201974389	flip	26.4201949496
26.5111293105	flip	26.5111168641
26.6535019519	flip	26.6534997392
26.7505693545	flip	26.7505671418
26.8400331019	flip	26.8400303361
26.930716875	flip	26.9307146623
27.0200937741	flip	27.0200912848
27.1121585463	flip	27.1121469297
